,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,12,32,36,104,92,200,162,352,260,1259
1,V2,3,6,33,36,87,84,207,164,333,252,1206
2,V3,3,15,19,52,55,141,119,252,199,421,1277
