,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.0669,"0, 0, z",6 c,3m,6
1,V2,3,0.1787,0.3574,0.5223,"x, 2x, z",18 h,m,2
