,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,18,46,74,117,182,230,309,401,466,1850
1,V2,7,20,44,79,122,174,237,307,391,485,1867
