,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,21,25,70,69,165,142,286,234,453,1470
1,V2,4,8,38,40,94,90,216,178,336,274,1279
2,V3,12,14,36,44,132,110,204,182,396,302,1433
