,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,50,120,218,344,546,728,902,1212,1526,5659
1,V2,14,50,114,214,350,510,710,930,1186,1474,5553
