,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,8,0.0,0.0,0.3544,"0, 0, z",12 e,4mm,8
1,V2,4,0.0,0.25,0.5,"0, 1/4, 1/2",12 d,-4m2,8
2,V3,3,0.1181,0.1181,0.1181,"x, x, x",16 f,3m,6
