,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,9,20,33,46,59,85,115,138,169,678
1,V2,3,7,22,39,45,60,95,118,140,171,701
2,V3,3,7,21,34,49,58,84,118,134,168,677
3,V4,6,13,25,33,49,71,90,112,151,204,755
4,V5,6,15,23,32,51,71,90,105,154,204,752
5,V6,8,16,23,31,51,73,89,108,160,206,766
