,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.5542,0.1084,0.1446,"x, 2x, z",12 k,m,2
1,V2,6,0.225,0.1125,0.1173,"2y, y, z",12 k,m,2
2,V3,6,0.3746,0.1873,0.25,"2y, y, 1/4",6 h,mm2,4
3,V4,6,0.0,0.0,0.0,"0, 0, 0",2 a,-3m,12
