,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,6,34,38,130,102,290,198,514,326,802,2441
1,V2,10,18,74,66,202,146,394,258,650,402,2221
2,V3,4,28,36,130,100,290,196,514,324,802,2425
