,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,15,18,67,61,206,147,372,245,670,1805
1,V2,8,12,48,46,160,120,320,214,584,360,1873
2,V3,4,4,24,28,84,72,268,182,396,264,1327
