,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,12,19,31,47,69,95,116,151,188,734,3.3.4.4.4.4.6.6.8.12
1,V2,5,12,19,32,47,64,93,125,156,176,730,3.3.4.4.4.4.6.6.12.12
