,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0833,0.25,0.0833,"x, 1/4, z",8 g,m,2
1,V2,12,0.25,0.75,0.25,"1/4, 3/4, 1/4",2 a,-4m2,8
