,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.1362,"0, 0, z",24 f,mm2
1,E2,0.0454,0.0908,0.0908,"x, y, y",48 h,m
2,E3,0.0664,0.0664,0.1931,"x, x, z",48 h,m
3,E4,0.146,0.1006,0.2727,"x, y, z",96 i,1
4,E5,0.0664,0.0664,0.3069,"x, x, z",48 h,m
5,E6,0.1592,0.1592,0.2954,"x, x, z",48 h,m
6,E7,0.1138,0.25,0.25,"x, 1/4, 1/4",24 g,mm2
7,E8,0.0,0.0,0.3638,"0, 0, z",24 f,mm2
8,E9,0.0908,0.0454,0.4092,"x, y, 1/2-x",48 h,m
