,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9167,0.8333,0.125,"x, 2x, z",12 k,m
1,E2,0.5833,0.4167,0.25,"x, 1-x, 1/4",6 h,mm2
2,E3,0.0833,0.9167,0.25,"x, 1-x, 1/4",6 h,mm2
