,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.2257,0.5,"0, y, 1/2",6 g,mm2,4
1,V2,12,0.0,0.0,0.0,"0, 0, 0",1 a,m-3,24
