,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,30,72,134,228,354,484,646,832,1042,3831
1,V2,8,31,70,133,224,339,484,643,830,1041,3804
