,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2098,0.0,0.25,"x, 0, 1/4",8 j,2
1,E2,0.3549,0.1439,0.4279,"x, y, z",16 k,1
2,E3,0.1048,0.2168,0.4279,"x, y, z",16 k,1
3,E4,0.0,0.5,0.0,"0, 1/2, 0",4 d,2/m
