,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,24,0.0,0.0,0.0,"0, 0, 0",4 a,m-3m,48
1,V2,3,0.3333,0.3333,0.3333,"x, x, x",32 f,3m,6
