,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.0,0.0477,0.4228,"0, y, z",48 h,m,2
1,V2,3,0.0,0.0745,0.3312,"0, y, z",48 h,m,2
2,V3,3,0.0477,0.0979,0.2519,"x, y, z",96 i,1,1
3,V4,3,0.1017,0.12,0.1764,"x, y, z",96 i,1,1
