,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.445,0.1173,0.7744,"x, y, z",12 c,1
1,E2,0.3863,0.0,0.5,"x, 0, 1/2",6 a,2
2,E3,0.445,0.2225,0.0833,"2y, y, 1/12",6 b,2
3,E4,0.5586,0.1172,0.25,"x, 2x, 1/4",6 b,2
