,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,70,28,288,76,648,148,1152,244,1800,4459
1,V2,24,14,168,50,456,110,888,194,1464,302,3671
