,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,8,24,24,72,66,168,108,276,180,933,4.4.4.4.4.4.12.12.12.12.12.12.*.*.*
1,V2,6,4,12,16,48,48,132,84,210,150,711,4.4.4.4.4.4.4.4.4.4.4.4.*.*.*
2,V3,3,11,10,30,32,94,78,193,127,322,901,4(2).4(2).6(2)
