,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,6,9,28,33,88,73,168,138,292,205,1041,4.4.4.6.6.6.6.8.8.8(3).8(3).8(4).8(4).8(5).8(5)
1,V2,4,8,32,32,80,73,168,128,282,207,1015,6(2).6(2).8(2).8(2).8(4).8(4)
2,V3,3,12,18,50,50,121,97,218,167,350,1087,4.6(2).8(7)
3,V4,4,8,36,30,76,76,168,124,272,216,1011,8(2).8(2).8(6).8(6).8(8).8(8)
4,V5,3,12,17,51,47,114,100,220,167,350,1082,4.8(8).8(8)
