,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.5,0.5,0.5,"1/2, 1/2, 1/2",4 c,2/m
1,E2,0.6412,0.2366,0.433,"x, y, z",16 m,1
2,E3,0.705,0.3948,0.433,"x, y, z",16 m,1
3,E4,0.75,0.25,0.366,"3/4, 1/4, z",8 k,2
4,E5,0.6862,0.0918,0.5,"x, y, 1/2",8 l,m
5,E6,0.6862,0.0,0.25,"x, 0, 1/4",8 g,2
