,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1919,0.1919,0.1486,"x, x, z",16 m,m
1,E2,0.0,0.2714,0.1486,"0, y, z",16 n,m
2,E3,0.1124,0.2714,0.0,"x, y, 0",16 l,m
3,E4,0.1705,0.3295,0.25,"x, 1/2-x, 1/4",16 k,2
