,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.9312,0.0688,"0, y, 1-y",96 h,2,2
1,V2,4,0.875,0.9438,0.0126,"x, y, z",192 i,1,1
