,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0,0.1828,"0, 0, z",4 e,mm2
1,E2,0.1947,0.1947,0.0,"x, x, 0",4 f,mm2
2,E3,0.4447,0.25,0.25,"x, y, z",16 k,1
