,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.134,0.1339,0.0,",x, 0",6 j,mm2
1,E2,0.134,0.268,0.0,"x, 2x, 0",6 l,mm2
2,E3,0.2044,0.4089,0.1551,"x, 2x, z",12 o,m
3,E4,0.1786,0.4347,0.0,"x, y, 0",12 p,m
4,E5,0.2302,0.4604,0.5,"x, 2x, 1/2",6 m,mm2
5,E6,0.2044,0.4862,0.155,"x, y, z",24 r,1
6,E7,0.1786,0.5893,0.0,"2y, y, 0",6 l,mm2
7,E8,0.256,0.512,0.0,"x, 2x, 0",6 l,mm2
