,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,24,14,144,50,432,110,840,194,1416,302,3527
1,V2,12,8,132,50,420,110,852,194,1404,302,3485
2,V3,3,50,23,230,71,580,141,1054,235,1684,4072
