,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,5,9,15,24,28,42,64,76,89,357,3.12.3.12.3.*
1,V2,4,6,11,12,24,34,50,50,84,108,384,3.12(2).3.16.3.16
2,V3,3,3,9,9,27,18,42,42,90,57,301,3.3.3
