,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.1729,0.5,0.0,"0, 1/2, 0",4 n,mm2
1,E2,0.0865,0.3646,0.25,"x, y, z",16 u,1
2,E3,0.2688,0.2688,0.0,"x, x, 0",4 j,mm2
