,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,38,98,182,290,422,578,758,962,1190,4527
1,V2,8,26,80,170,278,410,566,746,950,1178,4413
2,V3,12,42,100,186,294,426,582,762,966,1194,4565
