,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,3,14,39,52,71,154,241,256,297,446,1574
1,V2,12,24,18,60,156,174,140,276,474,480,1815
