,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.2113,0.3275,0.2113,"x, y, x",48 k,m
1,E2,0.1338,0.3662,0.25,"x, 1/2-x, 1/4",48 i,2
2,E3,0.0475,0.3857,0.2694,"x, y, z",96 l,1
3,E4,0.0,0.3275,0.3275,"0, y, y",24 h,mm2
