,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,11,25,45,74,102,140,181,234,284,1101,4.6.5.5.8.*
1,V2,4,12,24,46,78,98,138,192,220,290,1103,5.5.6.6.8(2).*
2,V3,4,11,25,48,70,104,142,180,232,287,1104,4.6.5.5.6.8
