,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,5,7,10,16,26,38,46,50,60,262,4.16(2).16(2)
1,V2,3,4,7,11,16,22,32,46,56,58,256,3.16(2).16(2)
2,V3,3,4,7,11,16,20,30,44,51,61,248,3.12(2).16(2)
3,V4,3,5,7,10,16,24,30,38,53,70,257,4.12.12
