,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.1505,0.25,"0, y, 1/4",4 c,2
1,E2,0.0,0.0,0.0,"0, 0, 0",4 a,-1
2,E3,0.25,0.25,0.5,"1/4, 1/4, 1/2",4 d,-1
3,E4,0.25,0.25,0.0,"1/4, 1/4, 0",4 c,-1
