,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,5,13,20,37,60,93,140,154,204,264,991,3.3.4.4.6.6.8.8.8.8
1,V2,5,12,22,34,60,105,126,167,194,250,976,3.3.4.4.6.6.8.8.8.8
2,V3,3,7,19,39,55,79,124,165,207,239,938,4.8(2).8(2)
3,V4,4,7,22,43,53,84,109,163,232,258,976,3.8.3.8.3.8(2)
