,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.1062,0.2124,0.3186,"x, y, z",48 n,1,1
1,V2,3,0.0,0.4249,0.2125,"0, y, z",24 l,m,2
