,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,8,13,22,37,53,77,98,123,151,587,3.4.4.12(3).10.12(2)
1,V2,4,8,14,24,38,56,75,97,125,157,599,3.4.4.10.12(2).16
2,V3,4,8,14,23,39,56,73,100,125,154,597,3.12(5).4.4.12(2).16
3,V4,4,8,12,20,34,48,76,96,118,144,561,4.4.4.4.10.10
