,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,4,23,32,106,84,241,168,430,272,673,2034
1,V2,6,11,66,68,162,95,342,266,534,263,1814
2,V3,12,20,60,44,180,152,324,170,564,416,1943
