,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,1,12,0.0,0.2661,0.156,"0, y, z",24 g,m,2
1,2,17,0.0,0.1781,0.5,"0, y, 1/2",12 e,mm2,4
2,3,12,0.25,0.25,0.25,"1/4, 1/4, 1/4",8 c,-3,6
3,4,12,0.0,0.0,0.0,"0, 0, 0",2 a,m-3,24
