,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,21,40,65,99,136,182,231,285,1074,4.6.4.6.6.8
1,V2,4,10,21,40,66,99,139,182,231,285,1078,4.6.4.6.6.8
