,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0,0.0874,0.0874,"0, y, y",48 h,mm2
1,E2,0.1378,0.1378,0.1378,"x, x, x",32 f,3m
2,E3,0.25,0.25,0.1882,"1/4, 1/4, z",48 g,mm2
