,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,6,0.1355,0.2002,0.0587,"x, y, z",12 c,1,1
1,V2,3,0.4425,0.3341,0.3691,"x, y, z",12 c,1,1
2,V3,5,0.3686,0.1843,0.0833,"2y, y, 1/12",6 b,2,2
3,V4,3,0.6488,0.3244,0.0833,"2y, y, 1/12",6 b,2,2
