,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.9696,0.1564,0.125,"x, y, z",8 i,1
1,E2,0.3408,0.8408,0.25,"x, 1/2+x, 1/4",4 g,2
2,E3,0.5,0.0,0.1804,"1/2, 0, z",4 h,2
3,E4,0.2225,0.9648,0.5,"x, y, z",8 i,m
4,E5,0.3407,0.1593,0.25,"x, 1/2-x, 1/4",4 f,2
5,E6,0.0,0.0,0.5696,"0, 0, z",4 e,2
