,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,8,16,30,45,65,98,126,154,189,735,5.6.6
1,V2,4,9,18,29,48,71,95,125,158,199,757,4.5.4.6.6.10
2,V3,4,10,17,30,49,71,98,122,159,202,763,4.5.4.6.6.10
