,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,3,0.0,0.0,0.187,"0, 0, z",2 q,mm2,4
1,V2,3,0.2847,0.3168,0.5,"x, y, 0",4 y,m,2
2,V3,4,0.0,0.1337,0.5,"0, y, 0",2 m,mm2,4
3,V4,4,0.0,0.5,0.5,"0, 1/2, 1/2",1 g,mmm,8
