,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,42,98,168,266,378,518,672,854,1050,4059
1,V2,8,44,94,176,254,396,494,704,814,1100,4085
