,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,3,4,7,12,18,25,42,66,83,108,369,3.16(2).16(3)
1,V2,3,4,8,13,19,26,42,66,84,112,378,3.16(3).16(3)
2,V3,3,5,7,10,17,30,46,61,81,113,374,4.16(2).16(3)
3,V4,3,6,9,13,20,32,48,64,86,122,404,6.16(3).16(3)
