,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,14,84,50,228,110,444,194,732,302,2171
1,V2,4,32,28,142,76,322,148,574,244,898,2469
