,tiling,dual,vertices,edges,faces,tiles,D-symbol
0,12[4^6] + 3[4^8.8^2] + 3[4^12.8^6] + [4^12.6^8.8^6] + [4^24.6^8.8^18],-,2,7,9,5,48
