,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,10,24,40,66,90,124,160,206,250,975,3.7.6.6.7.7
1,V2,4,10,24,42,64,92,124,162,204,252,979,3.6.6.7.7.8(2)
