,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.0,0.1585,"0, 0, z",4 e,4mm,8
1,V2,4,0.0,0.317,0.1585,"0, y, z",16 n,m,2
