,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,5,0.3082,0.4129,0.0,"x, y, 0",8 h,m,2
1,V2,3,0.3441,0.0188,0.307,"x, y, z",16 i,1,1
2,V3,3,0.2283,0.2547,0.1936,"x, y, z",16 i,1,1
3,V4,3,0.0179,0.4796,0.0,"x, y, 0",8 h,m,2
