,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0745,0.0745,0.0745,"x, x, x",32 f,3m
1,E2,0.1491,0.1491,0.0,"x, x, 0",48 h,mm2
2,E3,0.1491,0.25,0.25,"x, 1/4, 1/4",48 g,mm2
