,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,8,32,48,114,144,312,272,474,464,896,2765
1,V2,4,18,44,114,124,240,260,526,428,708,2467
2,V3,8,22,68,90,196,202,396,362,660,566,2571
