,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.2182,0.2182,0.455,"x, x, z",96 k,m,2
1,V2,4,0.25,0.3136,0.3772,"x, y, z",192 l,1,1
