,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.126,0.252,0.25,"x, 2x, z",18 h,m
1,E2,0.2255,0.2255,0.5,"x, x, 1/2",18 g,2
2,E3,0.2255,0.2255,0.0,"x, x, 0",18 f,2
3,E4,0.2396,0.3333,0.3333,"x, 1/3, 1/3",18 f,2
