,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.0868,0.0013,0.1699,"x, y, z",32 m,1
1,E2,0.0868,0.0868,0.25,"x, x, 1/4",16 i,2
2,E3,0.1347,0.1407,0.125,"x, y, z",32 m,1
3,E4,0.2452,0.2548,0.0802,"x, 1/2-x, z",16 l,m
4,E5,0.1838,0.1934,0.0,"x, y, 0",16 k,m
5,E6,0.2677,0.1709,0.0802,"x, y, z",32 m,1
6,E7,0.5,0.0,0.1933,"1/2, 0, z",8 g,mm2
7,E8,0.4386,0.0,0.25,"x, 0, 1/4",16 j,2
8,E9,0.3951,0.1049,0.1367,"x, 1/2-x, z",16 l,m
9,E10,0.3516,0.1484,0.0,"x, 1/2-x, 0",8 h,mm2
