,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10
0,V1,12,12,84,50,260,110,516,194,860,302,2401
1,V2,4,36,28,162,76,374,148,674,244,1062,2809
2,V3,3,27,21,130,69,343,138,632,231,1009,2604
