,edge,x,y,z,symbolic,Wyckoff,symmetry
0,E1,0.25,0.3285,0.0,"1/4, y, 0",4 e,2
1,E2,0.75,0.3285,0.0,"3/4, y, 0",4 e,2
2,E3,0.0,0.5,0.0,"0, 1/2, 0",4 b,-1
3,E4,0.25,0.25,0.25,"1/4, 1/4, 1/4",4 d,-1
4,E5,0.022,0.25,0.3165,"x, y, z",8 f,1
