,vertex,cn,x,y,z,symbolic,Wyckoff,symmetry,order
0,V1,4,0.0,0.1785,0.1755,"x, y, z",96 h,1,1
1,V2,4,0.0276,0.1841,0.3245,"x, y, z",96 h,1,1
