,vertex,cs1,cs2,cs3,cs4,cs5,cs6,cs7,cs8,cs9,cs10,cum10,vertex symbol
0,V1,4,16,20,56,52,122,100,216,164,336,1087,4.4.4.4.6.6
1,V2,3,12,18,54,51,120,99,212,162,336,1068,4.4.4
2,V3,6,10,32,34,86,74,166,130,272,202,1013,4.4.4.4.4.4.6.6.6.6.*.*.*.*.*
